City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Howard Springs,AU,2023-01-26 00:14:11,-12.497,131.047,82.81,99,100,8.14
592,Maridi,SS,2023-01-26 00:14:12,4.9158,29.4742,74.82,41,63,0.58
593,Terra Santa,BR,2023-01-26 00:14:12,-2.1042,-56.4869,73.81,93,97,0.65
594,Tarko-Sale,RU,2023-01-26 00:14:13,64.9225,77.785,7.5,95,99,10.83
595,Bafoulabe,ML,2023-01-26 00:14:13,13.8065,-10.8321,83.59,14,81,4.27
596,Esso,RU,2023-01-26 00:14:13,55.9333,158.7,21.16,89,100,42.41
597,Karaman,TR,2023-01-26 00:14:14,37.0833,33.25,32.29,84,2,3.22
598,Rena,NO,2023-01-26 00:09:23,61.1348,11.3641,24.17,96,91,4.16
599,Soe,ID,2023-01-26 00:15:14,-9.8607,124.284,73.18,79,82,1.32
600,Beidao,CN,2023-01-26 00:15:14,34.5686,105.8933,28.29,26,99,4.92
601,Mahanje,TZ,2023-01-26 00:15:15,-9.9333,35.3333,64.29,95,100,2.44
602,Bowen,AU,2023-01-26 00:12:39,-20.0167,148.2333,82.0,65,42,11.86
